name,category,level,damage,autoAttack,delay,isUnique,isTradeable,Strength,Vitality,CriticalHit,Determination,Tenacity,SkillSpeed,DirectHitRate,Dexterity,Intelligence,SpellSpeed,Mind,Piety
Hydatos Lance,Lancer's Arm,390,107.0,99.86,2.8,1,0,381.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scaevan Magitek Spear,Lancer's Arm,390,107.0,99.86,2.8,1,0,381.0,426.0,0.0,236.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0
Yama Lance,Lancer's Arm,390,96.0,89.6,2.8,0,0,343.0,384.0,303.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pyros Lance,Lancer's Arm,385,106.0,98.93,2.8,1,0,372.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suzaku's Lance,Lancer's Arm,385,106.0,98.93,2.8,1,0,372.0,414.0,0.0,0.0,0.0,231.0,330.0,0.0,0.0,0.0,0.0,0.0
White Oak Partisan,Lancer's Arm,385,95.0,88.66,2.8,0,1,335.0,373.0,0.0,297.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0
Elemental Lance +2,Lancer's Arm,380,105.0,98.0,2.8,1,0,363.0,402.0,324.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0
Rakshasa Lance,Lancer's Arm,380,95.0,88.66,2.8,0,1,327.0,362.0,292.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elemental Lance +1,Lancer's Arm,375,105.0,98.0,2.8,1,0,355.0,391.0,318.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0
Diamond Halberd,Lancer's Arm,375,105.0,98.0,2.8,1,0,355.0,391.0,318.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0
Gae Bolg Ultima,Lancer's Arm,375,105.0,98.0,2.8,1,0,355.0,391.0,318.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0
Elemental Lance,Lancer's Arm,370,104.0,97.06,2.8,1,0,347.0,380.0,311.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0
Otegine Kai,Lancer's Arm,370,104.0,97.06,2.8,1,0,347.0,380.0,0.0,311.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryunohige Pagos +1,Lancer's Arm,365,103.0,96.13,2.8,1,0,339.0,369.0,305.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0
Tsukuyomi's Lance,Lancer's Arm,365,103.0,96.13,2.8,1,0,339.0,369.0,0.0,305.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0
Empyrean Partisan,Lancer's Arm,365,103.0,96.13,2.8,1,0,339.0,369.0,0.0,0.0,0.0,213.0,305.0,0.0,0.0,0.0,0.0,0.0
Ryunohige Pagos,Lancer's Arm,360,102.0,95.2,2.8,1,0,330.0,358.0,298.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0
Otegine,Lancer's Arm,360,102.0,95.2,2.8,1,0,330.0,358.0,0.0,298.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Black Willow Spear,Lancer's Arm,360,92.0,90.77,2.96,0,0,297.0,322.0,188.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryunohige Anemos,Lancer's Arm,355,101.0,94.26,2.8,1,0,323.0,348.0,292.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0
Byakko's Lance,Lancer's Arm,355,101.0,94.26,2.8,1,0,323.0,348.0,0.0,204.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0
Black Willow Spear,Lancer's Arm,350,91.0,89.78,2.96,0,1,284.0,304.0,180.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryunohige +2,Lancer's Arm,345,100.0,93.33,2.8,1,0,308.0,328.0,280.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0
Genji Naginata,Lancer's Arm,345,100.0,93.33,2.8,1,0,308.0,328.0,196.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0
Ultimate Dreadwyrm Spear,Lancer's Arm,345,100.0,93.33,2.8,1,0,308.0,328.0,196.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0
Ryunohige +1,Lancer's Arm,340,99.0,92.4,2.8,1,0,301.0,319.0,273.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0
Augmented Lost Allagan Halberd,Lancer's Arm,340,99.0,92.4,2.8,1,0,301.0,319.0,0.0,191.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryunohige,Lancer's Arm,335,98.0,91.46,2.8,1,0,293.0,308.0,270.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0
Shinryu's Lance,Lancer's Arm,335,98.0,91.46,2.8,1,0,293.0,308.0,270.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0
Lost Allagan Halberd,Lancer's Arm,330,98.0,91.46,2.8,1,0,284.0,299.0,0.0,188.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0
Susano's Pike,Lancer's Arm,320,97.0,90.53,2.8,1,0,268.0,280.0,0.0,184.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0
Chromite Spear,Lancer's Arm,320,87.0,81.2,2.8,0,1,241.0,252.0,236.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ala Mhigan Glaive,Lancer's Arm,310,96.0,89.6,2.8,1,0,253.0,263.0,181.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0
Spear of the Crimson Lotus,Lancer's Arm,300,95.0,88.66,2.8,1,0,237.0,243.0,175.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0
Antiquated Ryunohige,Lancer's Arm,290,93.0,86.8,2.8,1,0,222.0,225.0,242.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shinryu's Ephemeral Lance,Lancer's Arm,290,84.0,78.4,2.8,0,1,200.0,202.0,0.0,0.0,0.0,218.0,152.0,0.0,0.0,0.0,0.0,0.0
Tsukuyomi's Moonlit Lance,Lancer's Arm,290,84.0,78.4,2.8,0,1,200.0,203.0,0.0,218.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0
Suzaku's Flame-kissed Lance,Lancer's Arm,290,84.0,78.4,2.8,0,1,200.0,203.0,0.0,0.0,0.0,152.0,218.0,0.0,0.0,0.0,0.0,0.0
Seiryu's Sanctified Lance,Lancer's Arm,290,84.0,78.4,2.8,0,1,200.0,203.0,218.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0
Byakko's Enspirited Lance,Lancer's Arm,290,84.0,78.4,2.8,0,1,200.0,203.0,0.0,152.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0
Narval,Lancer's Arm,288,92.0,85.86,2.8,1,0,217.0,221.0,0.0,0.0,0.0,222.0,155.0,0.0,0.0,0.0,0.0,0.0
Molybdenum Trident,Lancer's Arm,285,81.0,75.6,2.8,0,1,190.0,196.0,183.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iwa-toshi Shin,Lancer's Arm,282,89.0,83.06,2.8,1,0,206.0,216.0,130.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0
Doman Steel Halberd,Lancer's Arm,279,78.0,74.88,2.88,0,1,180.0,193.0,0.0,107.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
The Nimble Beast,Lancer's Arm,276,86.0,82.56,2.88,1,0,195.0,213.0,109.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0
Doman Iron Lance,Lancer's Arm,273,76.0,70.93,2.8,0,1,168.0,189.0,0.0,0.0,0.0,88.0,126.0,0.0,0.0,0.0,0.0,0.0
Ruby Tide Lance,Lancer's Arm,270,84.0,78.4,2.8,1,0,182.0,204.0,97.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
High Steel Fork,Lancer's Arm,265,75.0,74.0,2.96,0,1,158.0,176.0,122.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost Barque Partisan,Lancer's Arm,260,83.0,77.46,2.8,1,0,169.0,188.0,133.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
Coven Spear,Lancer's Arm,280,87.0,81.2,2.8,0,0,202.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Areadbhar Lux,Lancer's Arm,275,85.0,81.6,2.88,1,0,189.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandrian Metal Spear,Lancer's Arm,275,85.0,79.33,2.8,1,0,189.0,213.0,0.0,136.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
Areadbhar,Lancer's Arm,270,84.0,80.64,2.88,1,0,182.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Shire Halberd,Lancer's Arm,270,84.0,78.4,2.8,1,0,182.0,204.0,139.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zurvanite Pike,Lancer's Arm,265,83.0,77.46,2.8,1,0,175.0,196.0,95.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0
Sharpened Trident of the Overlord,Lancer's Arm,260,83.0,79.68,2.88,1,0,169.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shire Halberd,Lancer's Arm,260,83.0,77.46,2.8,1,0,169.0,188.0,133.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophic Pike,Lancer's Arm,255,82.0,76.53,2.8,1,0,162.0,179.0,0.0,87.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
Kinna Trident,Lancer's Arm,255,82.0,78.72,2.88,1,0,162.0,179.0,129.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
High Steel Trident,Lancer's Arm,255,74.0,69.06,2.8,0,1,146.0,161.0,116.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0
Heavy Metal Lance,Lancer's Arm,250,73.0,68.13,2.8,0,1,139.0,154.0,80.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
Edenmorn Sainti,Pugilist's Arm,535,134.0,114.34,2.56,1,0,725.0,836.0,531.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0
Augmented Cryptlurker's Tonfa,Pugilist's Arm,530,133.0,113.49,2.56,1,0,723.0,830.0,0.0,526.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0
Diamond Zeta Knuckles,Pugilist's Arm,525,132.0,112.64,2.56,1,0,704.0,804.0,521.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cryptlurker's Tonfa,Pugilist's Arm,520,131.0,111.78,2.56,1,0,686.0,778.0,0.0,515.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0
Augmented Exarchic Baghnakhs,Pugilist's Arm,520,118.0,100.69,2.56,0,0,617.0,700.0,325.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Law's Order Knuckles,Pugilist's Arm,515,130.0,110.93,2.56,1,0,668.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerald Knuckles,Pugilist's Arm,515,130.0,110.93,2.56,1,0,668.0,754.0,510.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0
Law's Order Knuckles,Pugilist's Arm,510,129.0,110.08,2.56,1,0,651.0,730.0,0.0,353.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0
Exarchic Baghnakhs,Pugilist's Arm,510,116.0,98.98,2.56,0,1,586.0,657.0,318.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edenchoir Jamadhars,Pugilist's Arm,505,128.0,109.22,2.56,1,0,634.0,707.0,498.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0
Samsara Recollection,Pugilist's Arm,500,127.0,108.37,2.56,1,0,617.0,685.0,492.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Samsara,Pugilist's Arm,500,127.0,108.37,2.56,1,0,617.0,685.0,492.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Crystarium Knuckles,Pugilist's Arm,500,127.0,108.37,2.56,1,0,617.0,685.0,492.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamadhars of Light,Pugilist's Arm,495,126.0,107.52,2.56,1,0,602.0,664.0,341.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0
Crystarium Knuckles,Pugilist's Arm,490,125.0,106.66,2.56,1,0,587.0,643.0,482.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Neo-Ishgardian Claws,Pugilist's Arm,490,112.0,95.57,2.56,0,0,528.0,579.0,434.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0
Samsara,Pugilist's Arm,485,124.0,105.81,2.56,1,0,573.0,623.0,477.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruby Cesti,Pugilist's Arm,485,124.0,105.81,2.56,1,0,573.0,623.0,334.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0
Neo-Ishgardian Claws,Pugilist's Arm,480,111.0,94.72,2.56,0,1,502.0,543.0,425.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0
Edengrace Knuckles,Pugilist's Arm,475,122.0,104.1,2.56,1,0,544.0,585.0,467.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ultimate Verethragna,Pugilist's Arm,475,122.0,104.1,2.56,1,0,544.0,585.0,467.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Deepshadow Knuckles,Pugilist's Arm,470,121.0,103.25,2.56,1,0,530.0,566.0,0.0,462.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0
Zelos,Pugilist's Arm,465,120.0,102.4,2.56,1,0,516.0,548.0,319.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0
Deepshadow Knuckles,Pugilist's Arm,460,119.0,101.54,2.56,1,0,502.0,529.0,0.0,448.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0
Augmented Burattinaios,Pugilist's Arm,460,107.0,91.3,2.56,0,0,452.0,476.0,403.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0
The King's Claws,Pugilist's Arm,450,117.0,99.84,2.56,1,0,476.0,494.0,434.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burattinaios,Pugilist's Arm,450,105.0,89.6,2.56,0,1,428.0,445.0,391.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0
Ronkan Claws,Pugilist's Arm,440,115.0,98.13,2.56,1,0,451.0,462.0,294.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weathered Godhands,Pugilist's Arm,430,114.0,97.28,2.56,1,0,437.0,459.0,289.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0,0.0,0.0
Augmented Zelos,Pugilist's Arm,430,103.0,87.89,2.56,0,1,393.0,413.0,260.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0
Claws of the Forgiven,Pugilist's Arm,418,112.0,95.57,2.56,1,0,421.0,457.0,0.0,399.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0
Dwarven Mythril Knuckles,Pugilist's Arm,415,100.0,85.33,2.56,0,1,375.0,411.0,350.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabaath Claws,Pugilist's Arm,412,111.0,94.72,2.56,1,0,413.0,456.0,266.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0
Titanbronze Fists,Pugilist's Arm,409,99.0,84.48,2.56,0,1,368.0,410.0,0.0,333.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0
Ravel Keeper's Knuckles,Pugilist's Arm,406,110.0,93.86,2.56,1,0,405.0,455.0,0.0,0.0,0.0,252.0,360.0,0.0,0.0,0.0,0.0,0.0
Bluespirit Baghnakhs,Pugilist's Arm,403,97.0,82.77,2.56,0,1,362.0,408.0,318.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0
Fae Knuckles,Pugilist's Arm,400,108.0,92.16,2.56,1,0,399.0,451.0,0.0,350.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0
Deepgold Knuckles,Pugilist's Arm,395,96.0,81.92,2.56,0,1,351.0,395.0,309.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakeland Claws,Pugilist's Arm,390,107.0,91.3,2.56,1,0,381.0,426.0,0.0,337.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0
Dumuzis Physeos,Pugilist's Arm,405,109.0,93.01,2.56,1,0,403.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dumuzis Eureka,Pugilist's Arm,405,109.0,93.01,2.56,1,0,403.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omega Knuckles,Pugilist's Arm,405,109.0,93.01,2.56,1,0,403.0,455.0,0.0,356.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0
Dumuzis,Pugilist's Arm,400,108.0,92.16,2.56,1,0,399.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Scaevan Magitek Tonfa,Pugilist's Arm,400,108.0,92.16,2.56,1,0,399.0,451.0,350.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydatos Knuckles +1,Pugilist's Arm,395,107.0,91.3,2.56,1,0,390.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seiryu's Bladed Tekko,Pugilist's Arm,395,107.0,91.3,2.56,1,0,390.0,438.0,240.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0
Hydatos Knuckles,Pugilist's Arm,390,107.0,91.3,2.56,1,0,381.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scaevan Magitek Tonfa,Pugilist's Arm,390,107.0,91.3,2.56,1,0,381.0,426.0,337.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0
Yama Knuckles,Pugilist's Arm,390,96.0,81.92,2.56,0,0,343.0,384.0,303.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0
Pyros Knuckles,Pugilist's Arm,385,106.0,90.45,2.56,1,0,372.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suzaku's Pinions,Pugilist's Arm,385,106.0,90.45,2.56,1,0,372.0,414.0,330.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deepgold Katars,Pugilist's Arm,385,95.0,81.06,2.56,0,1,335.0,373.0,297.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elemental Knuckles +2,Pugilist's Arm,380,105.0,89.6,2.56,1,0,363.0,402.0,0.0,227.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0
Rakshasa Knuckles,Pugilist's Arm,380,95.0,81.06,2.56,0,1,327.0,362.0,0.0,0.0,0.0,292.0,204.0,0.0,0.0,0.0,0.0,0.0
Elemental Knuckles +1,Pugilist's Arm,375,105.0,89.6,2.56,1,0,355.0,391.0,0.0,223.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0
Diamond Knuckles,Pugilist's Arm,375,105.0,89.6,2.56,1,0,355.0,391.0,0.0,318.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0
Sphairai Ultima,Pugilist's Arm,375,105.0,89.6,2.56,1,0,355.0,391.0,0.0,318.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0
Elemental Knuckles,Pugilist's Arm,370,104.0,88.74,2.56,1,0,347.0,380.0,0.0,218.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0
Jikki Kai,Pugilist's Arm,370,104.0,88.74,2.56,1,0,347.0,380.0,218.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0
Sudarshana Chakra Pagos +1,Pugilist's Arm,365,103.0,87.89,2.56,1,0,339.0,369.0,0.0,213.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsukuyomi's Crescents,Pugilist's Arm,365,103.0,87.89,2.56,1,0,339.0,369.0,305.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0
Empyrean Fists,Pugilist's Arm,365,103.0,87.89,2.56,1,0,339.0,369.0,305.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudarshana Chakra Pagos,Pugilist's Arm,360,102.0,87.04,2.56,1,0,330.0,358.0,0.0,209.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0
Jikki,Pugilist's Arm,360,102.0,87.04,2.56,1,0,330.0,358.0,209.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0
Augmented Nightsteel Claws,Pugilist's Arm,360,92.0,80.96,2.64,0,0,297.0,322.0,0.0,0.0,0.0,188.0,269.0,0.0,0.0,0.0,0.0,0.0
Sudarshana Chakra Anemos,Pugilist's Arm,355,101.0,86.18,2.56,1,0,323.0,348.0,0.0,204.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0
Byakko's Fists,Pugilist's Arm,355,101.0,86.18,2.56,1,0,323.0,348.0,0.0,292.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0
Nightsteel Claws,Pugilist's Arm,350,91.0,80.08,2.64,0,1,284.0,304.0,0.0,0.0,0.0,180.0,257.0,0.0,0.0,0.0,0.0,0.0
Sudarshana Chakra +2,Pugilist's Arm,345,100.0,85.33,2.56,1,0,308.0,328.0,0.0,196.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0
Genji Chakrams,Pugilist's Arm,345,100.0,85.33,2.56,1,0,308.0,328.0,280.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
Ultimate Dreadwyrm Claws,Pugilist's Arm,345,100.0,85.33,2.56,1,0,308.0,328.0,280.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudarshana Chakra +1,Pugilist's Arm,340,99.0,84.48,2.56,1,0,301.0,319.0,0.0,191.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Lost Allagan Knuckles,Pugilist's Arm,340,99.0,84.48,2.56,1,0,301.0,319.0,191.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudarshana Chakra,Pugilist's Arm,335,98.0,83.62,2.56,1,0,293.0,308.0,0.0,189.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0
Shinryu's Claws,Pugilist's Arm,335,98.0,83.62,2.56,1,0,293.0,308.0,0.0,0.0,0.0,270.0,189.0,0.0,0.0,0.0,0.0,0.0
Lost Allagan Knuckles,Pugilist's Arm,330,98.0,83.62,2.56,1,0,284.0,299.0,188.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Susano's Knuckles,Pugilist's Arm,320,97.0,82.77,2.56,1,0,268.0,280.0,0.0,0.0,0.0,184.0,263.0,0.0,0.0,0.0,0.0,0.0
Chromite Knuckles,Pugilist's Arm,320,87.0,74.24,2.56,0,1,241.0,252.0,0.0,165.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0
Ala Mhigan Fists,Pugilist's Arm,310,96.0,81.92,2.56,1,0,253.0,263.0,181.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0
Claws of the Crimson Lotus,Pugilist's Arm,300,95.0,81.06,2.56,1,0,237.0,243.0,175.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0
Antiquated Sudarshana Chakra,Pugilist's Arm,290,93.0,79.36,2.56,1,0,222.0,225.0,242.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0
Shinryu's Ephemeral Claws,Pugilist's Arm,290,84.0,71.68,2.56,0,1,200.0,202.0,0.0,0.0,0.0,218.0,152.0,0.0,0.0,0.0,0.0,0.0
Tsukuyomi's Moonlit Crescents,Pugilist's Arm,290,84.0,71.68,2.56,0,1,200.0,203.0,218.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
Suzaku's Flame-kissed Pinions,Pugilist's Arm,290,84.0,71.68,2.56,0,1,200.0,203.0,218.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byakko's Enspirited Fists,Pugilist's Arm,290,84.0,71.68,2.56,0,1,200.0,203.0,0.0,218.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0
Acantha Shavers,Pugilist's Arm,288,92.0,78.5,2.56,1,0,217.0,221.0,222.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molybdenum Knuckles,Pugilist's Arm,285,81.0,60.48,2.24,0,1,190.0,196.0,128.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0
Senju Shin,Pugilist's Arm,282,89.0,75.94,2.56,1,0,206.0,216.0,0.0,130.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0
Doman Steel Patas,Pugilist's Arm,279,78.0,68.64,2.64,0,1,180.0,193.0,153.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Everflowing Waters,Pugilist's Arm,276,86.0,73.38,2.56,1,0,195.0,213.0,109.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0
Doman Iron Claws,Pugilist's Arm,273,76.0,64.85,2.56,0,1,168.0,189.0,88.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruby Tide Claws,Pugilist's Arm,270,84.0,71.68,2.56,1,0,182.0,204.0,0.0,0.0,0.0,139.0,97.0,0.0,0.0,0.0,0.0,0.0
Folded High Steel Knuckles,Pugilist's Arm,265,75.0,64.0,2.56,0,1,158.0,176.0,0.0,82.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0
Ghost Barque Katars,Pugilist's Arm,260,83.0,70.82,2.56,1,0,169.0,188.0,133.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coven Fangs,Pugilist's Arm,280,87.0,71.92,2.48,0,0,202.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nyepels Lux,Pugilist's Arm,275,85.0,72.53,2.56,1,0,189.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandrian Metal Knuckles,Pugilist's Arm,275,85.0,72.53,2.56,1,0,189.0,213.0,142.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nyepels,Pugilist's Arm,270,84.0,71.68,2.56,1,0,182.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augmented Shire Cesti,Pugilist's Arm,270,84.0,71.68,2.56,1,0,182.0,204.0,139.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
